,ko,ec
5344,ko:K13986,ec:2.7.11.25
5345,ko:K13987,ec:3.6.1.13
5346,ko:K13987,ec:3.6.1.58
5347,ko:K13987,ec:2.7.7.96
5348,ko:K13988,ec:3.6.1.13
5349,ko:K13990,ec:2.1.2.5
5350,ko:K13990,ec:4.3.1.4
5351,ko:K13995,ec:3.5.1.107
5352,ko:K13996,ec:5.3.4.1
5353,ko:K13998,ec:1.5.1.3
5354,ko:K13998,ec:2.1.1.45
5355,ko:K14028,ec:1.1.2.7
5356,ko:K14029,ec:1.1.2.7
5357,ko:K14036,ec:4.2.3.28
5358,ko:K14037,ec:4.2.3.29
5359,ko:K14037,ec:4.2.3.99
5360,ko:K14038,ec:4.2.3.30
5361,ko:K14039,ec:1.14.14.176
5362,ko:K14040,ec:1.14.14.145
5363,ko:K14041,ec:4.2.3.32
5364,ko:K14041,ec:5.5.1.12
5365,ko:K14042,ec:4.2.3.44
5366,ko:K14042,ec:5.5.1.12
5367,ko:K14043,ec:5.5.1.14
5368,ko:K14044,ec:4.2.3.33
5369,ko:K14045,ec:4.2.3.34
5370,ko:K14046,ec:4.2.3.35
5371,ko:K14047,ec:4.2.3.43
5372,ko:K14048,ec:3.5.1.5
5373,ko:K14050,ec:2.5.1.60
5374,ko:K14051,ec:3.1.4.52
5375,ko:K14066,ec:2.5.1.1
5376,ko:K14067,ec:6.2.1.9
5377,ko:K14068,ec:1.12.98.3
5378,ko:K14069,ec:1.12.98.3
5379,ko:K14070,ec:1.12.98.3
5380,ko:K14073,ec:3.1.1.3
5381,ko:K14074,ec:3.1.1.3
5382,ko:K14075,ec:3.1.1.3
5383,ko:K14076,ec:3.1.1.3
5384,ko:K14079,ec:2.7.7.19
5385,ko:K14080,ec:2.1.1.246
5386,ko:K14080,ec:2.1.1.377
5387,ko:K14082,ec:2.1.1.247
5388,ko:K14083,ec:2.1.1.250
5389,ko:K14085,ec:1.2.1.31
5390,ko:K14085,ec:1.2.1.8
5391,ko:K14085,ec:1.2.1.3
5392,ko:K14126,ec:1.8.98.5
5393,ko:K14127,ec:1.8.98.5
5394,ko:K14127,ec:1.8.98.6
5395,ko:K14128,ec:1.8.98.5
5396,ko:K14130,ec:2.5.1.34
5397,ko:K14131,ec:2.5.1.80
5398,ko:K14132,ec:2.5.1.106
5399,ko:K14134,ec:2.5.1.110
5400,ko:K14135,ec:2.5.1.100
5401,ko:K14136,ec:2.4.2.45
5402,ko:K14138,ec:2.3.1.169
5403,ko:K14152,ec:3.6.1.31
5404,ko:K14152,ec:3.5.4.19
5405,ko:K14152,ec:1.1.1.23
5406,ko:K14153,ec:2.7.1.49
5407,ko:K14153,ec:2.7.4.7
5408,ko:K14153,ec:2.5.1.3
5409,ko:K14154,ec:2.5.1.3
5410,ko:K14154,ec:2.7.1.50
5411,ko:K14155,ec:4.4.1.13
5412,ko:K14156,ec:2.7.1.32
5413,ko:K14156,ec:2.7.1.82
5414,ko:K14157,ec:1.5.1.8
5415,ko:K14157,ec:1.5.1.9
5416,ko:K14159,ec:3.1.26.4
5417,ko:K14159,ec:2.7.7.7
5418,ko:K14162,ec:2.7.7.7
5419,ko:K14163,ec:6.1.1.17
5420,ko:K14163,ec:6.1.1.15
5421,ko:K14164,ec:6.1.1.14
5422,ko:K14165,ec:3.1.3.16
5423,ko:K14165,ec:3.1.3.48
5424,ko:K14167,ec:3.1.3.16
5425,ko:K14167,ec:3.1.3.48
5426,ko:K14170,ec:5.4.99.5
5427,ko:K14170,ec:4.2.1.51
5428,ko:K14171,ec:1.11.1.24
5429,ko:K14173,ec:4.2.3.46
5430,ko:K14174,ec:4.2.3.47
5431,ko:K14174,ec:4.2.3.81
5432,ko:K14175,ec:4.2.3.48
5433,ko:K14176,ec:4.2.3.39
5434,ko:K14177,ec:4.2.3.38
5435,ko:K14178,ec:4.2.3.24
5436,ko:K14179,ec:4.2.3.23
5437,ko:K14180,ec:4.2.3.9
5438,ko:K14181,ec:4.2.3.73
5439,ko:K14181,ec:4.2.3.86
5440,ko:K14182,ec:4.2.3.21
5441,ko:K14183,ec:4.2.3.13
5442,ko:K14184,ec:4.2.3.104
5443,ko:K14184,ec:4.2.3.57
5444,ko:K14185,ec:4.2.3.58
5445,ko:K14185,ec:4.2.3.80
5446,ko:K14186,ec:4.2.3.56
5447,ko:K14187,ec:5.4.99.5
5448,ko:K14187,ec:1.3.1.12
5449,ko:K14188,ec:6.1.1.13
5450,ko:K14190,ec:2.7.7.69
5451,ko:K14191,ec:2.1.1.183
5452,ko:K14205,ec:2.3.2.3
5453,ko:K14208,ec:3.4.11.9
5454,ko:K14213,ec:3.4.13.9
5455,ko:K14215,ec:2.5.1.86
5456,ko:K14216,ec:2.7.7.84
5457,ko:K14252,ec:1.14.13.232
5458,ko:K14252,ec:1.14.13.233
5459,ko:K14253,ec:1.14.13.232
5460,ko:K14255,ec:2.1.1.335
5461,ko:K14256,ec:1.14.13.38
5462,ko:K14256,ec:1.14.13.234
5463,ko:K14257,ec:1.14.19.49
5464,ko:K14259,ec:4.2.1.141
5465,ko:K14260,ec:2.6.1.66
5466,ko:K14260,ec:2.6.1.2
5467,ko:K14263,ec:3.5.1.9
5468,ko:K14264,ec:2.6.1.7
5469,ko:K14265,ec:2.6.1.27
5470,ko:K14266,ec:1.14.19.9
5471,ko:K14267,ec:2.6.1.17
5472,ko:K14268,ec:2.6.1.48
5473,ko:K14268,ec:2.6.1.19
5474,ko:K14271,ec:2.6.1.80
5475,ko:K14272,ec:2.6.1.4
5476,ko:K14272,ec:2.6.1.2
5477,ko:K14272,ec:2.6.1.44
5478,ko:K14273,ec:1.1.1.179
5479,ko:K14274,ec:3.1.1.110
5480,ko:K14275,ec:4.2.1.82
5481,ko:K14286,ec:4.2.3.2
5482,ko:K14287,ec:2.6.1.88
5483,ko:K14326,ec:3.6.4.13
5484,ko:K14326,ec:5.6.2.3
5485,ko:K14329,ec:2.3.1.64
5486,ko:K14330,ec:1.2.1.80
5487,ko:K14331,ec:4.1.99.5
5488,ko:K14333,ec:4.1.1.46
5489,ko:K14334,ec:5.5.1.5
5490,ko:K14336,ec:2.1.1.188
5491,ko:K14338,ec:1.14.14.1
5492,ko:K14338,ec:1.6.2.4
5493,ko:K14366,ec:1.14.15.35
5494,ko:K14367,ec:2.4.1.328
5495,ko:K14368,ec:2.4.1.278
5496,ko:K14369,ec:2.1.1.254
5497,ko:K14370,ec:1.14.13.154
5498,ko:K14376,ec:2.7.7.19
5499,ko:K14379,ec:3.1.3.2
5500,ko:K14394,ec:3.1.3.2
5501,ko:K14394,ec:3.1.3.48
5502,ko:K14395,ec:3.1.3.2
5503,ko:K14399,ec:2.7.1.78
5504,ko:K14410,ec:3.1.3.2
5505,ko:K14412,ec:2.4.1.65
5506,ko:K14415,ec:6.5.1.8
5507,ko:K14417,ec:6.2.1.33
5508,ko:K14418,ec:3.8.1.7
5509,ko:K14423,ec:1.14.18.10
5510,ko:K14424,ec:1.14.18.11
5511,ko:K14433,ec:3.6.4.13
5512,ko:K14441,ec:2.8.4.4
5513,ko:K14442,ec:3.6.4.13
5514,ko:K14446,ec:1.3.1.85
5515,ko:K14447,ec:5.4.99.63
5516,ko:K14448,ec:1.3.8.12
5517,ko:K14449,ec:4.2.1.148
5518,ko:K14451,ec:3.1.2.30
5519,ko:K14452,ec:3.1.1.3
5520,ko:K14454,ec:2.6.1.1
5521,ko:K14455,ec:2.6.1.1
5522,ko:K14456,ec:2.3.1.20
5523,ko:K14456,ec:2.3.1.22
5524,ko:K14457,ec:2.3.1.22
5525,ko:K14458,ec:2.3.1.22
5526,ko:K14459,ec:3.2.1.52
5527,ko:K14466,ec:6.2.1.40
5528,ko:K14467,ec:6.2.1.40
5529,ko:K14468,ec:1.2.1.75
5530,ko:K14468,ec:1.1.1.298
5531,ko:K14469,ec:1.3.1.84
5532,ko:K14469,ec:4.2.1.116
5533,ko:K14469,ec:6.2.1.36
5534,ko:K14470,ec:5.4.1.3
5535,ko:K14471,ec:2.8.3.22
5536,ko:K14472,ec:2.8.3.22
5537,ko:K14481,ec:1.14.14.11
5538,ko:K14489,ec:2.7.13.3
5539,ko:K14497,ec:3.1.3.16
5540,ko:K14498,ec:2.7.11.1
5541,ko:K14500,ec:2.7.11.1
5542,ko:K14501,ec:3.1.3.16
5543,ko:K14502,ec:2.7.11.1
5544,ko:K14504,ec:2.4.1.207
5545,ko:K14506,ec:6.3.2.52
5546,ko:K14510,ec:2.7.11.1
5547,ko:K14512,ec:2.7.11.24
5548,ko:K14519,ec:1.2.1.4
5549,ko:K14520,ec:1.14.13.84
5550,ko:K14522,ec:3.1.26.5
5551,ko:K14523,ec:3.1.26.5
5552,ko:K14524,ec:3.1.26.5
5553,ko:K14525,ec:3.1.26.5
5554,ko:K14526,ec:3.1.26.5
5555,ko:K14527,ec:3.1.26.5
5556,ko:K14528,ec:3.1.26.5
5557,ko:K14529,ec:3.1.26.5
5558,ko:K14530,ec:3.1.26.5
5559,ko:K14533,ec:3.1.26.5
5560,ko:K14534,ec:4.2.1.120
5561,ko:K14534,ec:5.3.3.3
5562,ko:K14541,ec:6.3.4.6
5563,ko:K14541,ec:3.5.1.54
5564,ko:K14568,ec:2.1.1.260
5565,ko:K14577,ec:4.1.2.46
5566,ko:K14579,ec:1.14.12.12
5567,ko:K14579,ec:1.14.12.23
5568,ko:K14579,ec:1.14.12.24
5569,ko:K14580,ec:1.14.12.12
5570,ko:K14580,ec:1.14.12.23
5571,ko:K14580,ec:1.14.12.24
5572,ko:K14581,ec:1.18.1.7
5573,ko:K14582,ec:1.3.1.29
5574,ko:K14582,ec:1.3.1.60
5575,ko:K14583,ec:1.13.11.56
5576,ko:K14584,ec:5.99.1.4
5577,ko:K14585,ec:4.1.2.45
5578,ko:K14588,ec:1.16.3.4
5579,ko:K14589,ec:2.1.1.57
5580,ko:K14590,ec:2.1.1.296
5581,ko:K14592,ec:3.4.17.21
5582,ko:K14593,ec:5.3.99.8
5583,ko:K14594,ec:5.3.99.9
5584,ko:K14595,ec:2.4.1.263
5585,ko:K14596,ec:2.4.1.276
5586,ko:K14605,ec:5.5.1.19
5587,ko:K14606,ec:5.5.1.19
5588,ko:K14618,ec:1.16.1.6
5589,ko:K14618,ec:2.5.1.151
5590,ko:K14621,ec:3.1.1.4
5591,ko:K14621,ec:3.1.1.5
5592,ko:K14634,ec:3.1.3.46
5593,ko:K14635,ec:5.6.2.4
5594,ko:K14641,ec:3.6.1.5
5595,ko:K14642,ec:3.6.1.5
5596,ko:K14652,ec:4.1.99.12
5597,ko:K14652,ec:3.5.4.25
5598,ko:K14653,ec:3.5.1.102
5599,ko:K14654,ec:1.1.1.302
5600,ko:K14655,ec:5.4.99.28
5601,ko:K14656,ec:2.7.7.2
5602,ko:K14662,ec:3.5.1.121
5603,ko:K14674,ec:3.1.1.3
5604,ko:K14674,ec:3.1.1.13
5605,ko:K14674,ec:3.1.1.4
5606,ko:K14674,ec:2.3.1.51
5607,ko:K14675,ec:3.1.1.3
5608,ko:K14676,ec:3.1.1.5
5609,ko:K14677,ec:3.5.1.14
5610,ko:K14679,ec:6.5.1.3
5611,ko:K14680,ec:6.5.1.3
5612,ko:K14681,ec:4.3.2.1
5613,ko:K14681,ec:2.3.1.1
5614,ko:K14682,ec:2.3.1.1
5615,ko:K14727,ec:3.1.1.24
5616,ko:K14727,ec:4.1.1.44
5617,ko:K14730,ec:1.1.1.243
5618,ko:K14731,ec:3.1.1.83
5619,ko:K14732,ec:1.14.14.51
5620,ko:K14732,ec:1.14.14.52
5621,ko:K14732,ec:1.1.1.243
5622,ko:K14732,ec:1.1.1.144
5623,ko:K14733,ec:1.14.13.107
5624,ko:K14735,ec:1.16.3.1
5625,ko:K14746,ec:1.1.1.311
5626,ko:K14755,ec:6.3.2.11
5627,ko:K14756,ec:3.2.1.31
5628,ko:K14758,ec:2.7.11.1
5629,ko:K14759,ec:5.4.4.2
5630,ko:K14759,ec:2.2.1.9
5631,ko:K14759,ec:4.2.99.20
5632,ko:K14759,ec:4.2.1.113
5633,ko:K14760,ec:6.2.1.26
5634,ko:K14776,ec:3.6.4.13
5635,ko:K14777,ec:3.6.4.13
5636,ko:K14778,ec:3.6.4.13
5637,ko:K14779,ec:3.6.4.13
5638,ko:K14780,ec:3.6.4.13
5639,ko:K14781,ec:3.6.4.13
5640,ko:K14802,ec:7.6.2.1
5641,ko:K14803,ec:3.1.3.16
5642,ko:K14805,ec:3.6.4.13
5643,ko:K14806,ec:3.6.4.13
5644,ko:K14807,ec:3.6.4.13
5645,ko:K14808,ec:3.6.4.13
5646,ko:K14809,ec:3.6.4.13
5647,ko:K14810,ec:3.6.4.13
5648,ko:K14811,ec:3.6.4.13
5649,ko:K14819,ec:3.1.3.16
5650,ko:K14819,ec:3.1.3.48
5651,ko:K14826,ec:5.2.1.8
5652,ko:K14835,ec:2.1.1.310
5653,ko:K14850,ec:2.1.1.287
5654,ko:K14864,ec:2.1.1.205
5655,ko:K14937,ec:1.14.14.127
5656,ko:K14937,ec:1.14.14.128
5657,ko:K14938,ec:1.14.19.21
5658,ko:K14940,ec:6.3.2.32
5659,ko:K14941,ec:2.7.7.68
5660,ko:K14941,ec:2.7.7.105
5661,ko:K14949,ec:2.7.11.1
5662,ko:K14959,ec:2.1.1.354
5663,ko:K14974,ec:1.14.13.114
5664,ko:K14975,ec:1.14.11.32
5665,ko:K14976,ec:1.14.11.31
5666,ko:K14977,ec:3.5.3.26
5667,ko:K14980,ec:2.7.13.3
5668,ko:K14982,ec:2.7.13.3
5669,ko:K14984,ec:1.14.14.39
5670,ko:K14986,ec:2.7.13.3
5671,ko:K15011,ec:2.7.13.3
5672,ko:K15013,ec:6.2.1.3
5673,ko:K15016,ec:4.2.1.17
5674,ko:K15016,ec:1.1.1.35
5675,ko:K15017,ec:1.2.1.75
5676,ko:K15017,ec:1.2.1.76
5677,ko:K15018,ec:6.2.1.36
5678,ko:K15019,ec:4.2.1.116
5679,ko:K15020,ec:1.3.1.84
5680,ko:K15022,ec:1.17.1.10
5681,ko:K15023,ec:2.1.1.258
5682,ko:K15024,ec:2.3.1.8
5683,ko:K15033,ec:3.1.1.29
5684,ko:K15036,ec:6.4.1.2
5685,ko:K15036,ec:6.4.1.3
5686,ko:K15036,ec:2.1.3.15
5687,ko:K15038,ec:1.2.1.76
5688,ko:K15039,ec:1.1.1.298
5689,ko:K15048,ec:2.7.11.1
5690,ko:K15052,ec:6.4.1.3
5691,ko:K15052,ec:2.1.3.15
5692,ko:K15054,ec:1.1.99.31
5693,ko:K15057,ec:1.7.1.16
5694,ko:K15059,ec:1.13.11.74
5695,ko:K15059,ec:1.13.11.76
5696,ko:K15066,ec:2.1.1.341
5697,ko:K15067,ec:3.5.99.5
5698,ko:K15086,ec:4.2.3.25
5699,ko:K15087,ec:4.2.3.26
5700,ko:K15088,ec:4.2.3.16
5701,ko:K15089,ec:1.14.14.99
5702,ko:K15090,ec:1.1.1.223
5703,ko:K15091,ec:1.3.1.82
5704,ko:K15092,ec:1.3.1.81
5705,ko:K15093,ec:1.14.14.143
5706,ko:K15094,ec:1.1.1.207
5707,ko:K15095,ec:1.1.1.208
5708,ko:K15096,ec:4.2.3.20
5709,ko:K15097,ec:4.2.3.10
5710,ko:K15098,ec:5.5.1.8
5711,ko:K15099,ec:1.14.14.83
5712,ko:K15226,ec:1.3.1.78
5713,ko:K15227,ec:1.3.1.78
5714,ko:K15228,ec:1.4.9.1
5715,ko:K15229,ec:1.4.9.1
5716,ko:K15230,ec:2.3.3.8
5717,ko:K15231,ec:2.3.3.8
5718,ko:K15232,ec:6.2.1.18
5719,ko:K15234,ec:4.1.3.34
5720,ko:K15235,ec:3.4.19.12
5721,ko:K15240,ec:1.13.11.66
5722,ko:K15241,ec:1.21.4.5
5723,ko:K15245,ec:1.5.1.37
5724,ko:K15246,ec:1.14.14.173
5725,ko:K15254,ec:5.6.2.3
5726,ko:K15255,ec:5.6.2.3
5727,ko:K15258,ec:2.4.2.30
5728,ko:K15259,ec:2.4.2.30
5729,ko:K15260,ec:2.4.2.30
5730,ko:K15261,ec:2.4.2.30
5731,ko:K15264,ec:2.1.1.311
5732,ko:K15265,ec:5.4.99.43
5733,ko:K15271,ec:5.6.2.4
5734,ko:K15316,ec:2.3.1.221
5735,ko:K15320,ec:2.3.1.165
5736,ko:K15322,ec:4.6.1.16
5737,ko:K15323,ec:4.6.1.16
5738,ko:K15331,ec:2.1.1.35
5739,ko:K15333,ec:2.1.1.34
5740,ko:K15334,ec:2.1.1.202
5741,ko:K15335,ec:2.1.1.203
5742,ko:K15336,ec:2.1.1.204
5743,ko:K15357,ec:3.5.1.106
5744,ko:K15358,ec:3.5.2.18
5745,ko:K15359,ec:1.14.13.163
5746,ko:K15362,ec:5.6.2.3
5747,ko:K15363,ec:3.1.4.1
5748,ko:K15371,ec:1.4.1.2
5749,ko:K15372,ec:2.6.1.55
5750,ko:K15373,ec:1.1.1.313
5751,ko:K15376,ec:2.10.1.1
5752,ko:K15376,ec:2.7.7.75
5753,ko:K15393,ec:1.21.99.1
5754,ko:K15396,ec:2.1.1.200
5755,ko:K15397,ec:2.3.1.199
5756,ko:K15400,ec:2.3.1.188
5757,ko:K15401,ec:1.14.14.80
5758,ko:K15404,ec:4.1.99.5
5759,ko:K15406,ec:2.3.1.75
5760,ko:K15406,ec:2.3.1.20
5761,ko:K15408,ec:7.1.1.9
5762,ko:K15409,ec:2.7.11.1
5763,ko:K15422,ec:3.1.3.7
5764,ko:K15422,ec:3.1.3.57
5765,ko:K15423,ec:3.1.3.16
5766,ko:K15427,ec:3.1.3.16
5767,ko:K15429,ec:2.1.1.228
5768,ko:K15430,ec:2.1.1.214
5769,ko:K15431,ec:2.3.1.253
5770,ko:K15435,ec:3.1.4.37
5771,ko:K15440,ec:3.5.4.34
5772,ko:K15444,ec:2.1.1.229
5773,ko:K15445,ec:2.1.1.221
5774,ko:K15446,ec:2.1.1.225
5775,ko:K15447,ec:2.1.1.211
5776,ko:K15449,ec:4.1.3.44
5777,ko:K15450,ec:2.1.1.282
5778,ko:K15451,ec:2.1.1.290
5779,ko:K15451,ec:2.3.1.231
5780,ko:K15452,ec:5.4.99.44
5781,ko:K15453,ec:5.4.99.42
5782,ko:K15454,ec:5.4.99.28
5783,ko:K15460,ec:2.1.1.223
5784,ko:K15461,ec:2.1.1.61
5785,ko:K15467,ec:2.1.1.315
5786,ko:K15472,ec:1.14.14.151
5787,ko:K15480,ec:2.7.7.108
5788,ko:K15497,ec:7.3.2.5
5789,ko:K15497,ec:7.3.2.6
5790,ko:K15498,ec:3.1.3.16
5791,ko:K15508,ec:2.1.1.168
5792,ko:K15509,ec:1.1.1.308
5793,ko:K15510,ec:1.1.98.2
5794,ko:K15511,ec:1.14.13.208
5795,ko:K15512,ec:1.14.13.208
5796,ko:K15513,ec:4.1.2.44
5797,ko:K15514,ec:1.2.1.77
5798,ko:K15515,ec:1.2.1.81
5799,ko:K15517,ec:2.3.1.192
5800,ko:K15518,ec:2.7.1.113
5801,ko:K15519,ec:2.7.1.76
5802,ko:K15519,ec:2.7.1.74
5803,ko:K15520,ec:2.3.1.189
5804,ko:K15521,ec:2.4.1.250
5805,ko:K15522,ec:2.7.1.171
5806,ko:K15523,ec:2.7.1.172
5807,ko:K15525,ec:3.5.1.103
5808,ko:K15526,ec:6.3.1.13
5809,ko:K15527,ec:2.5.1.76
5810,ko:K15528,ec:3.5.1.99
5811,ko:K15529,ec:3.1.3.84
5812,ko:K15530,ec:3.1.1.86
5813,ko:K15531,ec:3.2.1.156
5814,ko:K15532,ec:3.2.1.172
5815,ko:K15533,ec:2.4.1.211
5816,ko:K15534,ec:2.4.1.247
5817,ko:K15535,ec:2.7.9.5
5818,ko:K15537,ec:1.14.16.5
5819,ko:K15538,ec:3.2.1.130
5820,ko:K15544,ec:3.1.3.16
5821,ko:K15555,ec:7.6.2.14
5822,ko:K15562,ec:2.7.11.22
5823,ko:K15562,ec:2.7.11.23
5824,ko:K15566,ec:2.1.1.218
5825,ko:K15566,ec:2.1.1.221
5826,ko:K15578,ec:7.3.2.4
5827,ko:K15587,ec:7.2.2.11
5828,ko:K15588,ec:2.1.1.357
5829,ko:K15594,ec:2.7.11.22
5830,ko:K15595,ec:2.7.11.22
5831,ko:K15596,ec:2.7.11.22
5832,ko:K15601,ec:1.14.11.65
5833,ko:K15616,ec:3.1.3.48
5834,ko:K15628,ec:7.6.2.4
5835,ko:K15629,ec:1.11.2.4
5836,ko:K15630,ec:2.7.7.78
5837,ko:K15631,ec:2.8.1.9
5838,ko:K15632,ec:2.1.1.224
5839,ko:K15633,ec:5.4.2.12
5840,ko:K15634,ec:5.4.2.11
5841,ko:K15635,ec:5.4.2.12
5842,ko:K15637,ec:3.1.3.16
5843,ko:K15646,ec:6.2.1.46
5844,ko:K15647,ec:2.3.2.28
5845,ko:K15652,ec:4.2.1.118
5846,ko:K15669,ec:2.7.7.71
5847,ko:K15670,ec:6.2.1.74
5848,ko:K15680,ec:1.1.1.146
5849,ko:K15682,ec:2.3.2.27
5850,ko:K15685,ec:2.3.2.27
5851,ko:K15686,ec:2.3.2.27
5852,ko:K15687,ec:2.3.2.27
5853,ko:K15688,ec:2.3.2.27
5854,ko:K15689,ec:2.3.2.27
5855,ko:K15691,ec:2.3.2.27
5856,ko:K15692,ec:2.3.2.27
5857,ko:K15693,ec:2.3.2.27
5858,ko:K15694,ec:2.3.2.27
5859,ko:K15695,ec:2.3.2.27
5860,ko:K15697,ec:2.3.2.27
5861,ko:K15700,ec:2.3.2.27
5862,ko:K15701,ec:2.3.2.27
5863,ko:K15702,ec:2.3.2.27
5864,ko:K15703,ec:2.3.2.27
5865,ko:K15704,ec:2.3.2.27
5866,ko:K15705,ec:2.3.2.27
5867,ko:K15706,ec:2.3.2.27
5868,ko:K15707,ec:2.3.2.27
5869,ko:K15708,ec:2.3.2.27
5870,ko:K15709,ec:2.3.2.27
5871,ko:K15710,ec:2.3.2.27
5872,ko:K15711,ec:2.3.2.27
5873,ko:K15712,ec:2.3.2.27
5874,ko:K15713,ec:2.3.2.27
5875,ko:K15714,ec:2.3.2.27
5876,ko:K15715,ec:2.3.2.27
5877,ko:K15716,ec:2.3.2.27
5878,ko:K15717,ec:1.11.1.20
5879,ko:K15718,ec:1.13.11.58
5880,ko:K15719,ec:3.2.1.169
5881,ko:K15719,ec:2.3.1.48
5882,ko:K15728,ec:3.1.3.4
5883,ko:K15729,ec:5.3.99.3
5884,ko:K15730,ec:5.3.99.3
5885,ko:K15731,ec:3.1.3.16
5886,ko:K15732,ec:3.1.3.16
5887,ko:K15733,ec:1.11.1.19
5888,ko:K15734,ec:1.1.1.105
5889,ko:K15736,ec:1.1.5.13
5890,ko:K15737,ec:1.14.11.64
5891,ko:K15739,ec:6.1.2.1
5892,ko:K15740,ec:6.3.2.33
5893,ko:K15741,ec:2.3.3.17
5894,ko:K15742,ec:2.3.3.17
5895,ko:K15743,ec:3.1.1.1
5896,ko:K15744,ec:5.2.1.12
5897,ko:K15745,ec:1.3.99.30
5898,ko:K15746,ec:1.14.15.24
5899,ko:K15748,ec:3.2.1.175
5900,ko:K15750,ec:1.14.12.18
5901,ko:K15751,ec:1.14.12.22
5902,ko:K15756,ec:3.7.1.13
5903,ko:K15757,ec:1.14.15.26
5904,ko:K15758,ec:1.18.1.3
5905,ko:K15759,ec:3.1.3.7
5906,ko:K15760,ec:1.14.13.236
5907,ko:K15761,ec:1.14.13.236
5908,ko:K15763,ec:1.14.13.236
5909,ko:K15764,ec:1.14.13.236
5910,ko:K15765,ec:1.18.1.3
5911,ko:K15766,ec:1.14.12.14
5912,ko:K15767,ec:1.14.12.14
5913,ko:K15778,ec:5.4.2.8
5914,ko:K15778,ec:5.4.2.2
5915,ko:K15779,ec:5.4.2.2
5916,ko:K15779,ec:5.4.2.7
5917,ko:K15780,ec:6.3.4.19
5918,ko:K15780,ec:2.4.2.8
5919,ko:K15781,ec:3.1.3.3
5920,ko:K15781,ec:2.3.1.51
5921,ko:K15783,ec:3.5.4.44
5922,ko:K15784,ec:3.5.1.125
5923,ko:K15785,ec:2.6.1.76
5924,ko:K15789,ec:1.1.1.103
5925,ko:K15791,ec:1.2.4.2
5926,ko:K15792,ec:6.3.2.13
5927,ko:K15792,ec:6.3.2.10
5928,ko:K15793,ec:4.2.3.49
5929,ko:K15793,ec:4.2.3.47
5930,ko:K15793,ec:3.1.7.6
5931,ko:K15794,ec:4.2.3.55
5932,ko:K15795,ec:4.2.3.40
5933,ko:K15796,ec:4.2.3.59
5934,ko:K15797,ec:5.5.1.17
5935,ko:K15798,ec:4.2.3.50
5936,ko:K15798,ec:4.2.3.53
5937,ko:K15798,ec:4.2.3.54
5938,ko:K15799,ec:4.2.3.69
5939,ko:K15799,ec:4.2.3.78
5940,ko:K15799,ec:4.2.3.79
5941,ko:K15800,ec:1.14.14.95
5942,ko:K15801,ec:4.2.3.71
5943,ko:K15802,ec:4.2.3.60
5944,ko:K15803,ec:4.2.3.75
5945,ko:K15804,ec:4.2.3.61
5946,ko:K15805,ec:1.14.14.149
5947,ko:K15806,ec:4.2.3.76
5948,ko:K15807,ec:4.2.3.70
5949,ko:K15807,ec:4.2.3.87
5950,ko:K15807,ec:4.2.3.93
5951,ko:K15808,ec:4.2.3.57
5952,ko:K15809,ec:4.2.3.67
5953,ko:K15810,ec:5.4.99.37
5954,ko:K15811,ec:5.4.99.32
5955,ko:K15812,ec:5.4.99.33
5956,ko:K15813,ec:5.4.99.39
5957,ko:K15814,ec:1.14.14.134
5958,ko:K15815,ec:5.4.99.39
5959,ko:K15815,ec:5.4.99.40
5960,ko:K15815,ec:5.4.99.41
5961,ko:K15816,ec:4.2.1.128
5962,ko:K15816,ec:5.4.99.41
5963,ko:K15817,ec:4.2.1.125
5964,ko:K15818,ec:5.4.99.34
5965,ko:K15819,ec:5.4.99.35
5966,ko:K15820,ec:5.4.99.36
5967,ko:K15821,ec:5.4.99.31
5968,ko:K15822,ec:5.4.99.38
5969,ko:K15823,ec:4.2.1.124
5970,ko:K15849,ec:2.6.1.1
5971,ko:K15849,ec:2.6.1.78
5972,ko:K15849,ec:2.6.1.79
5973,ko:K15850,ec:2.7.13.3
5974,ko:K15854,ec:1.14.14.3
5975,ko:K15855,ec:3.2.1.165
5976,ko:K15856,ec:1.1.1.281
5977,ko:K15862,ec:7.1.1.9
5978,ko:K15863,ec:7.1.1.2
5979,ko:K15864,ec:1.7.2.1
5980,ko:K15864,ec:1.7.99.1
5981,ko:K15865,ec:2.8.4.5
5982,ko:K15866,ec:5.3.3.18
5983,ko:K15868,ec:6.2.1.7
5984,ko:K15869,ec:1.1.1.395
5985,ko:K15870,ec:1.3.1.115
5986,ko:K15871,ec:2.8.3.25
5987,ko:K15872,ec:4.2.1.106
5988,ko:K15873,ec:1.3.1.116
5989,ko:K15877,ec:1.7.1.14
5990,ko:K15886,ec:2.3.1.235
5991,ko:K15887,ec:2.5.1.92
5992,ko:K15888,ec:2.5.1.89
5993,ko:K15890,ec:1.1.1.216
5994,ko:K15891,ec:1.1.1.354
5995,ko:K15892,ec:2.7.1.216
5996,ko:K15893,ec:1.1.1.29
5997,ko:K15894,ec:4.2.1.115
5998,ko:K15895,ec:2.6.1.92
5999,ko:K15896,ec:2.3.1.202
6000,ko:K15897,ec:3.6.1.57
6001,ko:K15898,ec:2.5.1.97
6002,ko:K15899,ec:2.7.7.81
6003,ko:K15904,ec:2.3.1.234
6004,ko:K15904,ec:2.7.11.1
6005,ko:K15907,ec:1.14.15.32
6006,ko:K15909,ec:3.1.3.86
6007,ko:K15910,ec:2.6.1.34
6008,ko:K15911,ec:2.5.1.153
6009,ko:K15912,ec:4.2.1.135
