,label
3300027627_18,Aerobe
3300021843_38,Anaerobe
3300007210_24,Anaerobe
3300025812_14,Anaerobe
3300029842_26,Anaerobe
3300029770_31,Anaerobe
3300029821_34,Anaerobe
3300017964_38,Aerobe
3300029240_27,Anaerobe
3300029580_23,Anaerobe
3300020187_32,Aerobe
3300018430_50,Anaerobe
3300020220_29,Anaerobe
3300025671_4,Aerobe
3300017518_40,Aerobe
3300021426_80,Anaerobe
3300012815_1,Aerobe
3300005298_5,Anaerobe
3300025249_1,Aerobe
3300020184_42,Aerobe
3300011158_3,Facultative
3300027834_36,Aerobe
3300027760_9,Aerobe
3300005615_15,Aerobe
3300025706_22,Anaerobe
3300028601_27,Anaerobe
3300025094_17,Aerobe
3300027980_34,Aerobe
3300027863_243,Anaerobe
3300023231_2,Aerobe
3300008383_9,Anaerobe
3300027968_56,Anaerobe
3300005286_30,Aerobe
3300020285_2,Aerobe
3300029782_37,Anaerobe
3300011138_3,Aerobe
3300025684_44,Aerobe
3300008080_27,Anaerobe
3300027600_7,Aerobe
3300020297_7,Aerobe
3300020694_5,Aerobe
3300014356_2,Aerobe
3300012270_3,Aerobe
3300020582_7,Aerobe
3300009703_15,Aerobe
3300027983_51,Facultative
3300020055_44,Aerobe
3300025044_14,Aerobe
3300012165_2,Anaerobe
3300008101_41,Anaerobe
3300029303_11,Anaerobe
3300000362_36,Anaerobe
3300009503_297,Anaerobe
3300014037_36,Anaerobe
3300027848_23,Aerobe
3300000839_56,Anaerobe
3300029118_13,Anaerobe
3300014779_3,Anaerobe
3300025720_37,Anaerobe
3300029769_20,Anaerobe
3300027492_9,Aerobe
3300018917_9,Aerobe
3300008405_3,Anaerobe
3300007360_12,Anaerobe
3300010428_6,Anaerobe
3300013137_75,Anaerobe
3300020473_9,Aerobe
3300029611_23,Anaerobe
3300008148_8,Facultative
3300025105_22,Anaerobe
3300005838_8,Aerobe
3300027844_59,Aerobe
3300025702_38,Anaerobe
3300012258_2,Aerobe
3300026293_10,Anaerobe
3300027276_56,Anaerobe
3300027649_34,Aerobe
3300025544_8,Aerobe
3300010401_69,Aerobe
3300014544_5,Anaerobe
3300000205_11,Anaerobe
3300029765_11,Anaerobe
3300029009_3,Anaerobe
3300027282_3,Aerobe
3300028964_11,Anaerobe
3300029044_14,Anaerobe
3300020443_13,Aerobe
3300029822_24,Anaerobe
3300013138_52,Anaerobe
3300012126_6,Anaerobe
3300011812_6,Anaerobe
3300028567_23,Anaerobe
3300027418_6,Aerobe
3300011972_6,Anaerobe
3300027146_4,Aerobe
3300029295_17,Anaerobe
3300025702_12,Aerobe
3300014819_4,Aerobe
3300025882_33,Anaerobe
3300029088_8,Anaerobe
3300029512_6,Facultative
3300001598_57,Anaerobe
3300013123_145,Aerobe
3300007093_4,Aerobe
3300007783_13,Anaerobe
3300021478_9,Aerobe
3300013126_26,Aerobe
3300029348_16,Anaerobe
3300026992_6,Aerobe
3300012838_8,Aerobe
3300027712_18,Aerobe
3300007121_15,Anaerobe
3300001567_18,Anaerobe
3300026512_15,Aerobe
3300013830_22,Anaerobe
3300000839_43,Anaerobe
3300029196_9,Anaerobe
3300027339_7,Aerobe
3300029330_21,Anaerobe
3300025737_41,Anaerobe
3300013128_29,Anaerobe
3300029840_22,Anaerobe
3300029887_13,Anaerobe
3300029310_7,Anaerobe
3300007666_24,Aerobe
3300014749_3,Facultative
3300006292_22,Anaerobe
3300024329_12,Aerobe
3300028576_30,Anaerobe
3300029523_3,Anaerobe
3300025584_29,Aerobe
3300022916_36,Aerobe
3300025108_6,Aerobe
3300002168_61,Anaerobe
3300005081_8,Anaerobe
3300029609_22,Anaerobe
3300020687_3,Anaerobe
3300000839_38,Anaerobe
3300007129_7,Aerobe
3300029443_18,Anaerobe
3300017991_35,Facultative
3300026970_9,Aerobe
3300008622_17,Anaerobe
3300027706_35,Aerobe
3300020221_62,Aerobe
3300014671_2,Facultative
3300007991_14,Anaerobe
3300029370_4,Anaerobe
3300005298_9,Anaerobe
3300010299_21,Aerobe
3300029853_14,Anaerobe
3300007353_22,Anaerobe
3300029471_17,Anaerobe
3300029605_16,Anaerobe
3300029609_31,Anaerobe
3300027328_15,Aerobe
3300029116_18,Anaerobe
3300006028_36,Aerobe
3300025274_1,Aerobe
3300029842_9,Anaerobe
3300029400_13,Anaerobe
3300025529_11,Aerobe
3300011573_2,Facultative
3300025461_3,Aerobe
3300009704_37,Anaerobe
3300011572_3,Anaerobe
3300011909_5,Anaerobe
3300029612_14,Anaerobe
3300013410_1,Anaerobe
3300027849_25,Aerobe
3300024509_3,Aerobe
3300028398_63,Anaerobe
3300011142_2,Facultative
3300029613_35,Anaerobe
3300012243_5,Facultative
3300025931_56,Aerobe
3300012845_6,Aerobe
3300012567_1,Anaerobe
3300011587_3,Facultative
3300014808_6,Anaerobe
3300028559_37,Aerobe
3300012996_7,Facultative
3300025481_3,Aerobe
3300006247_10,Anaerobe
3300025440_17,Anaerobe
3300009826_49,Aerobe
3300027224_8,Aerobe
3300013123_52,Aerobe
3300025198_2,Aerobe
3300010265_5,Anaerobe
3300013123_31,Anaerobe
3300029582_10,Anaerobe
3300008748_11,Anaerobe
3300025699_28,Aerobe
3300025668_37,Aerobe
3300008306_4,Anaerobe
3300025704_37,Aerobe
3300010285_14,Anaerobe
3300028564_19,Anaerobe
3300012886_2,Facultative
3300008150_26,Anaerobe
3300029190_13,Anaerobe
3300000157_4,Aerobe
3300029036_7,Anaerobe
3300025526_18,Aerobe
3300011813_4,Aerobe
3300025923_18,Aerobe
3300008420_8,Facultative
3300011623_1,Aerobe
3300017958_37,Anaerobe
3300008754_6,Anaerobe
3300012257_3,Aerobe
3300009540_91,Aerobe
3300006317_13,Anaerobe
3300027196_8,Aerobe
3300013751_13,Aerobe
3300011355_1,Aerobe
3300028298_7,Aerobe
3300025806_9,Aerobe
3300011467_2,Aerobe
3300007270_7,Anaerobe
3300011609_6,Aerobe
3300022845_6,Aerobe
3300027459_1,Aerobe
3300025609_4,Aerobe
3300009702_54,Anaerobe
3300012886_16,Anaerobe
3300025877_48,Aerobe
3300029490_13,Anaerobe
3300013136_118,Aerobe
3300003894_32,Aerobe
3300027897_32,Aerobe
3300025603_35,Aerobe
3300026821_5,Facultative
3300024961_4,Aerobe
3300014963_47,Anaerobe
3300029884_18,Anaerobe
3300010162_57,Anaerobe
3300025071_2,Aerobe
3300008639_24,Anaerobe
3300014060_48,Anaerobe
3300008096_33,Anaerobe
3300025861_51,Anaerobe
3300025949_104,Aerobe
3300028571_21,Anaerobe
3300000354_4,Anaerobe
3300013132_23,Aerobe
3300027751_15,Aerobe
3300022919_6,Facultative
3300006317_5,Anaerobe
3300023177_8,Anaerobe
3300012886_6,Anaerobe
3300025462_12,Aerobe
3300023243_7,Aerobe
3300017406_22,Anaerobe
3300008481_19,Anaerobe
3300014815_36,Aerobe
3300028299_10,Anaerobe
3300009826_83,Anaerobe
3300006461_3,Aerobe
3300008330_3,Anaerobe
3300021561_73,Anaerobe
3300017818_52,Aerobe
3300025419_8,Aerobe
3300012437_2,Facultative
3300013103_45,Anaerobe
3300028957_6,Anaerobe
3300013294_4,Aerobe
3300021843_32,Anaerobe
3300025547_33,Aerobe
3300025609_13,Anaerobe
3300027503_19,Aerobe
3300029359_7,Anaerobe
3300018427_55,Anaerobe
3300010275_11,Anaerobe
3300029759_10,Anaerobe
3300029524_23,Anaerobe
3300028198_11,Anaerobe
3300024261_31,Anaerobe
3300022177_21,Anaerobe
3300029672_12,Anaerobe
3300013122_68,Aerobe
3300013138_259,Anaerobe
3300006083_18,Anaerobe
3300028601_73,Anaerobe
3300029239_9,Aerobe
3300023248_5,Anaerobe
3300029341_19,Anaerobe
3300018035_13,Anaerobe
3300008081_20,Anaerobe
3300020083_62,Anaerobe
3300029241_23,Anaerobe
3300028028_19,Anaerobe
3300029365_34,Anaerobe
3300013704_1,Aerobe
3300021431_51,Anaerobe
3300001096_38,Anaerobe
3300013127_74,Anaerobe
3300027835_127,Aerobe
3300014557_4,Anaerobe
3300018430_51,Anaerobe
3300015207_13,Anaerobe
3300020254_7,Aerobe
3300007190_9,Aerobe
3300026973_1,Aerobe
3300025588_4,Aerobe
3300018475_64,Anaerobe
3300007793_17,Anaerobe
3300025686_8,Anaerobe
3300013136_20,Anaerobe
3300025724_27,Anaerobe
3300029619_9,Anaerobe
3300001679_15,Aerobe
3300028169_14,Anaerobe
3300018048_29,Aerobe
3300027760_15,Aerobe
3300025459_5,Aerobe
3300024432_12,Anaerobe
3300025986_27,Aerobe
3300014893_2,Anaerobe
3300025657_33,Anaerobe
3300007208_5,Anaerobe
3300027754_74,Aerobe
3300025075_1,Aerobe
3300026261_24,Aerobe
3300006458_5,Anaerobe
3300011832_2,Facultative
3300012919_14,Aerobe
3300005529_50,Aerobe
3300027623_15,Aerobe
3300022752_35,Aerobe
3300029208_9,Anaerobe
3300013103_54,Aerobe
3300010049_49,Anaerobe
3300014638_7,Aerobe
3300028593_80,Anaerobe
3300029043_9,Anaerobe
3300025710_7,Aerobe
3300018015_21,Anaerobe
3300018430_60,Anaerobe
3300012950_30,Aerobe
3300026204_25,Aerobe
3300029595_15,Anaerobe
3300006051_11,Aerobe
3300020402_14,Aerobe
3300014824_26,Anaerobe
3300018080_72,Anaerobe
3300009083_38,Aerobe
3300007220_33,Aerobe
3300029859_29,Anaerobe
3300012921_39,Aerobe
3300025460_15,Aerobe
3300025705_52,Aerobe
3300008155_22,Anaerobe
3300029433_15,Anaerobe
3300009083_111,Anaerobe
3300025784_28,Aerobe
3300020344_16,Anaerobe
3300025261_11,Aerobe
3300025407_6,Aerobe
3300024259_26,Anaerobe
3300026200_15,Aerobe
3300027741_30,Aerobe
3300025373_32,Anaerobe
3300011519_2,Facultative
3300015214_26,Anaerobe
3300024319_3,Aerobe
3300002934_5,Aerobe
3300025301_9,Aerobe
3300025628_22,Anaerobe
3300019487_45,Aerobe
3300002173_10,Anaerobe
3300005253_25,Anaerobe
3300027784_96,Aerobe
3300021121_1,Anaerobe
3300017419_5,Facultative
3300029795_33,Anaerobe
3300027391_15,Aerobe
3300029332_20,Anaerobe
3300014560_8,Anaerobe
3300007034_1,Facultative
3300008756_12,Anaerobe
3300028954_1,Facultative
3300012878_5,Aerobe
3300025302_13,Aerobe
3300009826_74,Anaerobe
3300029884_23,Anaerobe
3300027606_11,Aerobe
3300027319_9,Aerobe
3300013132_83,Aerobe
3300007952_1,Facultative
3300025885_11,Aerobe
3300008506_48,Aerobe
3300014515_5,Anaerobe
3300013131_96,Anaerobe
3300019124_6,Aerobe
3300029880_9,Anaerobe
3300014094_5,Aerobe
3300000930_16,Aerobe
3300025596_10,Anaerobe
3300029358_18,Anaerobe
3300027391_26,Aerobe
3300023201_9,Aerobe
3300009779_49,Anaerobe
3300012838_1,Aerobe
3300008478_10,Anaerobe
3300029027_12,Anaerobe
3300021513_13,Anaerobe
3300000032_28,Anaerobe
3300029368_9,Anaerobe
3300027863_346,Anaerobe
3300028567_31,Anaerobe
3300029440_7,Aerobe
3300029508_16,Anaerobe
3300002244_4,Aerobe
3300011163_3,Aerobe
3300007288_3,Anaerobe
3300025832_12,Aerobe
3300009540_57,Aerobe
3300020369_5,Aerobe
3300007742_7,Anaerobe
3300027975_12,Aerobe
3300020109_68,Aerobe
3300025554_1,Anaerobe
3300008089_16,Aerobe
3300027917_184,Anaerobe
3300025681_7,Aerobe
3300025724_59,Anaerobe
3300029714_35,Anaerobe
3300008283_17,Anaerobe
3300008096_17,Anaerobe
3300015214_24,Anaerobe
3300006463_3,Anaerobe
3300029855_30,Anaerobe
3300009503_105,Aerobe
3300022895_6,Anaerobe
3300020179_47,Aerobe
3300027896_53,Anaerobe
3300025657_27,Anaerobe
3300029743_26,Anaerobe
3300012812_6,Aerobe
3300029519_13,Anaerobe
3300011853_1,Facultative
3300010309_9,Aerobe
3300027300_5,Aerobe
3300021509_10,Anaerobe
3300027510_54,Anaerobe
3300012263_8,Aerobe
3300005858_30,Anaerobe
3300004097_91,Aerobe
3300025161_94,Anaerobe
3300029759_9,Anaerobe
3300026290_13,Aerobe
3300011636_2,Aerobe
3300025616_14,Anaerobe
3300025403_3,Aerobe
3300005662_6,Aerobe
3300026283_12,Aerobe
3300012940_36,Aerobe
3300027365_8,Aerobe
3300029779_12,Anaerobe
3300029734_17,Anaerobe
3300025508_7,Aerobe
3300029466_16,Anaerobe
3300008743_25,Anaerobe
3300025684_26,Aerobe
3300011144_2,Aerobe
3300012271_15,Aerobe
3300024054_89,Aerobe
3300025740_9,Aerobe
3300025640_17,Aerobe
3300018080_61,Anaerobe
3300025659_48,Aerobe
3300008621_25,Anaerobe
3300007317_13,Facultative
3300005326_51,Anaerobe
3300007971_3,Facultative
3300026302_8,Facultative
3300006294_2,Aerobe
3300029822_35,Anaerobe
3300012083_8,Anaerobe
3300028601_36,Anaerobe
3300017391_23,Anaerobe
3300029730_27,Anaerobe
3300014824_33,Anaerobe
3300025181_2,Aerobe
3300014721_2,Anaerobe
3300025772_24,Anaerobe
3300026274_3,Aerobe
3300014060_42,Aerobe
3300027538_7,Aerobe
3300013823_2,Aerobe
3300024218_8,Aerobe
3300018022_9,Anaerobe
3300029412_15,Anaerobe
3300006502_27,Anaerobe
3300029703_28,Anaerobe
3300024495_1,Aerobe
3300025530_69,Aerobe
3300029393_17,Anaerobe
3300029580_8,Anaerobe
3300029928_18,Anaerobe
3300029688_17,Anaerobe
3300029235_16,Anaerobe
3300009702_32,Aerobe
3300027825_9,Aerobe
3300027797_39,Aerobe
3300029893_8,Anaerobe
3300027863_292,Aerobe
3300000115_7,Aerobe
3300006464_20,Anaerobe
3300020467_29,Aerobe
3300025497_2,Aerobe
3300007109_12,Anaerobe
3300029855_23,Anaerobe
3300014824_36,Anaerobe
3300020378_7,Aerobe
3300000979_11,Aerobe
3300022137_5,Anaerobe
3300011871_2,Aerobe
3300011901_1,Aerobe
3300010279_14,Anaerobe
3300013917_1,Facultative
3300022888_27,Aerobe
3300027653_23,Aerobe
3300027863_229,Anaerobe
3300025922_27,Aerobe
3300017971_33,Anaerobe
3300024293_5,Aerobe
3300017651_10,Aerobe
3300027819_107,Aerobe
3300013131_27,Aerobe
3300017513_16,Anaerobe
3300006255_19,Aerobe
3300012521_36,Anaerobe
3300020166_18,Aerobe
3300029382_36,Anaerobe
3300029551_18,Anaerobe
3300025666_23,Aerobe
3300029572_20,Anaerobe
3300029346_9,Anaerobe
3300028084_6,Aerobe
3300011796_3,Aerobe
3300023081_26,Aerobe
3300008089_18,Anaerobe
3300029195_11,Anaerobe
3300008744_26,Anaerobe
3300001594_20,Aerobe
3300029359_27,Anaerobe
3300027893_50,Anaerobe
3300013947_7,Anaerobe
3300029057_12,Anaerobe
3300007354_28,Aerobe
3300020295_19,Aerobe
3300029790_32,Anaerobe
3300020186_43,Aerobe
3300021091_37,Aerobe
3300029019_5,Anaerobe
3300025711_33,Aerobe
3300008621_3,Anaerobe
3300006226_107,Anaerobe
3300013138_12,Anaerobe
3300025809_22,Aerobe
3300009769_41,Anaerobe
3300029350_13,Anaerobe
3300020215_5,Aerobe
3300025518_10,Aerobe
3300008513_13,Anaerobe
3300027742_34,Anaerobe
3300025546_9,Anaerobe
3300027292_2,Aerobe
3300029031_13,Anaerobe
3300022928_30,Aerobe
3300012973_7,Aerobe
3300007065_6,Aerobe
3300029315_23,Anaerobe
3300015360_59,Aerobe
3300025890_51,Aerobe
3300029519_14,Anaerobe
3300024950_2,Aerobe
3300014056_5,Aerobe
3300021426_55,Anaerobe
3300027607_39,Aerobe
3300013138_81,Anaerobe
3300007810_3,Facultative
3300026208_15,Anaerobe
3300011988_43,Facultative
3300012813_6,Aerobe
3300006262_6,Facultative
3300025662_30,Aerobe
3300026311_31,Anaerobe
3300012794_5,Aerobe
3300008282_23,Anaerobe
3300025536_9,Aerobe
3300020327_10,Anaerobe
3300021256_69,Anaerobe
3300026288_17,Aerobe
3300029101_24,Anaerobe
3300007362_17,Anaerobe
3300006498_11,Aerobe
3300005460_68,Anaerobe
3300020052_29,Aerobe
3300023169_6,Aerobe
3300029049_14,Anaerobe
3300013133_52,Anaerobe
3300027770_16,Anaerobe
3300011903_3,Aerobe
3300029478_18,Anaerobe
3300009503_259,Aerobe
3300029719_10,Facultative
3300025686_15,Anaerobe
3300008268_23,Anaerobe
3300027752_19,Aerobe
3300027229_5,Aerobe
3300012919_25,Aerobe
3300029496_20,Anaerobe
3300021512_18,Anaerobe
3300012115_1,Aerobe
3300021387_38,Anaerobe
3300022890_9,Aerobe
3300027692_5,Aerobe
3300002481_13,Anaerobe
3300029428_32,Anaerobe
3300008482_17,Anaerobe
3300018014_9,Aerobe
3300026157_21,Aerobe
3300026252_26,Anaerobe
3300010261_12,Anaerobe
3300025720_10,Anaerobe
3300013880_9,Anaerobe
3300020430_21,Aerobe
3300021508_12,Anaerobe
3300007104_6,Aerobe
3300029365_30,Anaerobe
3300027804_34,Aerobe
3300026549_69,Anaerobe
3300029876_19,Anaerobe
3300025047_4,Aerobe
3300029396_10,Anaerobe
3300008363_13,Aerobe
3300014939_4,Anaerobe
3300029587_10,Anaerobe
3300008734_39,Anaerobe
3300027373_17,Anaerobe
3300008551_11,Anaerobe
3300023179_48,Aerobe
3300025571_14,Aerobe
3300029704_10,Anaerobe
3300006464_6,Anaerobe
3300011210_1,Aerobe
3300020214_53,Aerobe
3300009779_13,Anaerobe
3300011813_2,Aerobe
3300014523_6,Anaerobe
3300029034_5,Anaerobe
3300024921_2,Aerobe
3300027958_26,Anaerobe
3300007991_9,Anaerobe
3300011803_2,Aerobe
3300025379_3,Aerobe
3300029818_9,Aerobe
3300013933_1,Aerobe
3300029357_17,Facultative
3300026549_95,Anaerobe
3300028073_7,Aerobe
3300014007_2,Anaerobe
3300019761_10,Aerobe
3300022753_107,Anaerobe
3300016445_5,Anaerobe
3300007796_4,Anaerobe
3300005300_12,Anaerobe
3300025864_18,Anaerobe
3300010055_3,Aerobe
3300021319_19,Anaerobe
3300007853_18,Anaerobe
3300010049_52,Anaerobe
3300011979_10,Anaerobe
3300029515_18,Anaerobe
3300017958_49,Aerobe
3300029702_24,Anaerobe
3300012067_9,Anaerobe
3300020469_70,Aerobe
3300008589_25,Anaerobe
3300029232_12,Anaerobe
3300010268_14,Anaerobe
3300008556_4,Anaerobe
3300020051_28,Aerobe
3300008496_4,Anaerobe
3300021375_20,Aerobe
3300014545_6,Anaerobe
3300012265_5,Aerobe
3300006502_5,Anaerobe
3300017473_11,Aerobe
3300029100_8,Anaerobe
3300017950_28,Aerobe
3300027230_1,Aerobe
3300027593_6,Aerobe
3300027306_8,Aerobe
3300023171_9,Anaerobe
3300021357_16,Aerobe
3300008619_11,Anaerobe
3300029042_12,Anaerobe
3300028568_55,Anaerobe
3300009824_17,Aerobe
3300014071_1,Aerobe
3300025059_2,Aerobe
3300007791_26,Anaerobe
3300011977_14,Anaerobe
3300000503_3,Anaerobe
3300027832_74,Aerobe
3300025277_11,Aerobe
3300006298_16,Anaerobe
3300001102_19,Aerobe
3300022736_4,Aerobe
3300013136_188,Anaerobe
3300025292_22,Aerobe
3300027893_72,Anaerobe
3300025782_1,Aerobe
3300029825_30,Anaerobe
3300006739_5,Anaerobe
3300021603_36,Anaerobe
3300008499_4,Anaerobe
3300022751_11,Aerobe
3300012273_3,Anaerobe
3300007717_15,Anaerobe
3300012617_2,Aerobe
3300027917_105,Anaerobe
3300028582_31,Anaerobe
3300020373_77,Aerobe
3300009779_58,Anaerobe
3300022661_143,Anaerobe
3300011825_4,Aerobe
3300011921_3,Aerobe
3300020153_36,Aerobe
3300026073_6,Aerobe
3300029857_23,Anaerobe
3300009767_36,Anaerobe
3300012983_26,Anaerobe
3300021126_9,Aerobe
3300017494_22,Anaerobe
3300001580_41,Anaerobe
3300009702_16,Aerobe
3300027285_14,Aerobe
3300007316_22,Anaerobe
3300027510_37,Anaerobe
3300025775_10,Aerobe
3300024433_22,Anaerobe
3300027327_11,Aerobe
3300017423_4,Aerobe
3300026255_34,Anaerobe
3300008725_24,Anaerobe
3300006502_24,Anaerobe
3300007361_9,Anaerobe
3300007854_3,Facultative
3300011202_4,Facultative
3300006289_12,Anaerobe
3300017518_11,Aerobe
3300029795_30,Anaerobe
3300017817_13,Anaerobe
3300000170_6,Anaerobe
3300025286_12,Aerobe
3300025692_5,Anaerobe
3300008485_2,Aerobe
3300025503_38,Anaerobe
3300002989_10,Aerobe
3300007262_3,Anaerobe
3300009503_47,Anaerobe
3300013132_35,Aerobe
3300005326_13,Anaerobe
3300014790_3,Anaerobe
3300022470_9,Anaerobe
3300025105_11,Aerobe
3300000234_39,Aerobe
3300011631_4,Aerobe
3300027976_44,Aerobe
3300007204_18,Anaerobe
3300024356_10,Aerobe
3300014561_15,Anaerobe
3300013138_181,Anaerobe
3300029607_19,Anaerobe
3300027757_8,Aerobe
3300007780_1,Anaerobe
3300022188_15,Anaerobe
3300002481_28,Anaerobe
3300028635_10,Anaerobe
3300002174_14,Anaerobe
3300029564_12,Anaerobe
3300029502_24,Anaerobe
3300027382_5,Anaerobe
3300024930_3,Aerobe
3300029716_27,Anaerobe
3300012857_3,Aerobe
3300027301_4,Aerobe
3300025198_3,Aerobe
3300011491_1,Aerobe
3300011834_7,Aerobe
3300020385_35,Aerobe
3300027653_33,Aerobe
3300000866_13,Aerobe
3300027839_15,Aerobe
3300008728_2,Anaerobe
3300029495_22,Anaerobe
3300024247_12,Aerobe
3300024252_20,Anaerobe
3300029733_27,Anaerobe
3300010263_22,Anaerobe
3300027819_167,Aerobe
3300025695_39,Aerobe
3300009393_14,Anaerobe
3300029023_14,Anaerobe
3300011165_1,Anaerobe
3300029487_11,Anaerobe
3300020239_6,Facultative
3300007722_99,Aerobe
3300025648_39,Aerobe
3300012800_2,Aerobe
3300028570_71,Aerobe
3300029752_13,Anaerobe
3300029119_11,Anaerobe
3300029575_17,Anaerobe
3300014048_6,Aerobe
3300025657_39,Anaerobe
3300029886_13,Anaerobe
3300020344_13,Anaerobe
3300028564_39,Anaerobe
3300029716_37,Anaerobe
3300027653_29,Aerobe
3300027160_11,Aerobe
3300029385_26,Anaerobe
3300007141_4,Aerobe
3300029120_22,Anaerobe
3300006479_5,Anaerobe
3300012005_32,Aerobe
3300027213_5,Aerobe
3300024243_24,Anaerobe
3300006298_13,Anaerobe
3300008743_39,Aerobe
3300022661_192,Anaerobe
3300012543_2,Aerobe
3300020307_2,Aerobe
3300008154_20,Anaerobe
3300026199_22,Aerobe
3300027857_37,Aerobe
3300028602_66,Anaerobe
3300014954_15,Anaerobe
3300029760_27,Anaerobe
3300012138_17,Facultative
3300025690_22,Aerobe
3300025651_6,Aerobe
3300008730_8,Anaerobe
3300013285_4,Aerobe
3300028177_7,Aerobe
3300028628_7,Anaerobe
3300015198_26,Aerobe
3300010274_22,Anaerobe
3300029842_18,Anaerobe
3300025218_6,Aerobe
3300029762_18,Anaerobe
3300012845_9,Aerobe
3300027246_7,Aerobe
3300026987_3,Anaerobe
3300028625_29,Aerobe
3300007361_26,Anaerobe
3300011973_8,Anaerobe
3300025256_34,Aerobe
3300029119_28,Anaerobe
3300027818_12,Anaerobe
3300029672_10,Anaerobe
3300029451_5,Anaerobe
3300029603_9,Anaerobe
3300024513_2,Aerobe
3300011875_2,Aerobe
3300029363_12,Anaerobe
3300008133_11,Anaerobe
3300014655_8,Anaerobe
3300026126_7,Anaerobe
3300027685_7,Aerobe
3300029510_18,Anaerobe
3300027980_10,Aerobe
3300027146_8,Aerobe
3300024336_14,Aerobe
3300027218_2,Aerobe
3300029132_14,Anaerobe
3300010160_7,Facultative
3300007924_13,Anaerobe
3300029622_26,Anaerobe
3300012806_5,Facultative
3300025683_43,Anaerobe
3300025830_10,Aerobe
3300025862_26,Aerobe
3300029874_28,Anaerobe
3300027815_34,Aerobe
3300029129_18,Anaerobe
3300025161_12,Aerobe
3300025860_27,Aerobe
3300021404_13,Aerobe
3300026288_29,Aerobe
3300014693_3,Aerobe
3300006256_25,Anaerobe
3300026184_13,Aerobe
3300029711_33,Anaerobe
3300020433_30,Anaerobe
3300010270_8,Anaerobe
3300010278_33,Anaerobe
3300012905_2,Aerobe
3300014540_6,Anaerobe
3300029332_21,Anaerobe
3300014566_10,Anaerobe
3300007654_13,Aerobe
3300013130_101,Anaerobe
3300012587_1,Anaerobe
3300007353_19,Anaerobe
3300019374_21,Anaerobe
3300029547_8,Anaerobe
3300025257_8,Aerobe
3300011935_2,Aerobe
3300017960_45,Aerobe
3300027840_17,Anaerobe
3300020452_21,Aerobe
3300029119_30,Anaerobe
3300011936_7,Aerobe
3300025641_29,Aerobe
3300025510_4,Anaerobe
3300025707_62,Aerobe
3300018878_206,Anaerobe
3300027522_25,Aerobe
3300008063_17,Anaerobe
3300029790_30,Anaerobe
3300025373_20,Anaerobe
3300025238_5,Aerobe
3300005504_4,Anaerobe
3300009084_135,Aerobe
3300027977_51,Aerobe
3300028956_2,Facultative
3300029743_32,Anaerobe
3300029362_8,Anaerobe
3300021490_3,Anaerobe
3300014536_6,Anaerobe
3300007940_12,Facultative
3300019861_4,Anaerobe
3300025890_55,Aerobe
3300029610_36,Anaerobe
3300028633_22,Anaerobe
3300025683_44,Anaerobe
3300008680_17,Facultative
3300021310_16,Anaerobe
3300020386_8,Aerobe
3300025720_42,Anaerobe
3300029815_32,Anaerobe
3300008755_17,Anaerobe
3300010287_21,Anaerobe
3300029220_5,Anaerobe
3300027899_26,Anaerobe
3300021490_4,Anaerobe
3300014624_2,Facultative
3300001919_16,Anaerobe
3300025625_10,Aerobe
3300029858_30,Anaerobe
3300027711_27,Aerobe
3300008421_21,Anaerobe
3300012178_16,Aerobe
3300006226_157,Aerobe
3300021255_72,Anaerobe
3300025250_13,Aerobe
3300005286_19,Aerobe
3300027902_26,Aerobe
3300014846_7,Anaerobe
3300011551_3,Aerobe
3300012894_9,Aerobe
3300029507_7,Anaerobe
3300014040_6,Anaerobe
3300007100_3,Aerobe
3300008695_7,Aerobe
3300025471_28,Anaerobe
3300025642_23,Anaerobe
3300007997_10,Aerobe
3300018878_159,Anaerobe
3300006993_1,Anaerobe
3300025587_7,Aerobe
3300026522_32,Anaerobe
3300014954_18,Facultative
3300008479_9,Anaerobe
3300025770_22,Aerobe
3300027607_51,Aerobe
3300008480_25,Aerobe
3300005270_3,Aerobe
3300008144_26,Anaerobe
3300028275_3,Aerobe
3300027329_11,Aerobe
3300029765_20,Anaerobe
3300024344_19,Aerobe
3300006742_7,Anaerobe
3300025393_7,Anaerobe
3300014830_11,Aerobe
3300008512_12,Anaerobe
3300025892_34,Aerobe
3300025444_5,Anaerobe
3300025351_4,Aerobe
3300025471_24,Anaerobe
3300021295_4,Anaerobe
3300029571_14,Anaerobe
3300029580_24,Anaerobe
3300002173_51,Anaerobe
3300006065_6,Anaerobe
3300011980_35,Aerobe
3300027860_13,Aerobe
3300007314_25,Anaerobe
3300029083_3,Anaerobe
3300025642_19,Facultative
3300022747_7,Aerobe
3300008621_28,Anaerobe
3300027198_1,Aerobe
3300010280_5,Anaerobe
3300025488_6,Aerobe
3300006678_14,Anaerobe
3300019373_17,Anaerobe
